Rule ID,Rule,EC number,Reaction order,Diameter,Score,,,
4.1.1.b.2.r,"([C,O,S:1][C:2](=[O:3])[CH2:4][C,O,S:6].[C:7](=[O:8])=[O:9])>>([*:1][C:2](=[O:3])[CH:4]([*:6])[C:7](=[O:8])[OH:9])",4.1.1.b.2.r,1,1,reverse,,,
4.1.1.b.3.f,"([C,O,S:1][C:2](=[O:3])[CH2:4][C:7](=[O:8])[OH:9])>>([*:1][C:2](=[O:3])[CH3:4].[C:7](=[O:8])=[O:9])",4.1.1.b.3.f,1,1,forward,,,
4.1.1.b.3.r,"([C,O,S:1][C:2](=[O:3])[CH3:4].[C:7](=[O:8])=[O:9])>>([*:1][C:2](=[O:3])[CH2:4][C:7](=[O:8])[OH:9])",4.1.1.b.3.r,1,1,reverse,,,
4.1.1.b.4.f,"([CH:2](=[O:3])[C:4]([C,O,S:5])([C,O,S:6])[C:7](=[O:8])[OH:9])>>([CH:2](=[O:3])[CH:4]([*:5])[*:6].[C:7](=[O:8])=[O:9])",4.1.1.b.4.f,1,1,forward,,,
4.1.1.b.4.r,"([CH:2](=[O:3])[CH:4]([C,O,S:5])[C,O,S:6].[C:7](=[O:8])=[O:9])>>([CH:2](=[O:3])[C:4]([*:5])([*:6])[C:7](=[O:8])[OH:9])",4.1.1.b.4.r,1,1,reverse,,,
4.1.1.b.5.f,"([CH:2](=[O:3])[CH:4]([C,O,S:6])[C:7](=[O:8])[OH:9])>>([CH:2](=[O:3])[CH2:4][*:6].[C:7](=[O:8])=[O:9])",4.1.1.b.5.f,1,1,forward,,,
4.1.1.b.5.r,"([CH:2](=[O:3])[CH2:4][C,O,S:6].[C:7](=[O:8])=[O:9])>>([CH:2](=[O:3])[CH:4]([*:6])[C:7](=[O:8])[OH:9])",4.1.1.b.5.r,1,1,reverse,,,
4.1.1.b.6.f,([CH:2](=[O:3])[CH2:4][C:7](=[O:8])[OH:9])>>([CH:2](=[O:3])[CH3:4].[C:7](=[O:8])=[O:9]),4.1.1.b.6.f,1,1,forward,,,
4.1.1.b.6.r,([CH:2](=[O:3])[CH3:4].[C:7](=[O:8])=[O:9])>>([CH:2](=[O:3])[CH2:4][C:7](=[O:8])[OH:9]),4.1.1.b.6.r,1,1,reverse,,,
4.1.1.c.1.f,"([C:1]([C,N:2])([C,N:3])([NH2:4])[C:5](=[O:6])[OH:7])>>([CH:1]([*:2])([*:3])[NH2:4].[C:5](=[O:6])=[O:7])",4.1.1.c.1.f,1,1,forward,,,
4.1.1.c.1.r,"([CH:1]([C,N:2])([C,N:3])[NH2:4].[C:5](=[O:6])=[O:7])>>([C:1]([*:2])([*:3])([NH2:4])[C:5](=[O:6])[OH:7])",4.1.1.c.1.r,1,1,reverse,,,
4.1.1.c.2.f,"([CH:1]([C,N:3])([NH2:4])[C:5](=[O:6])[OH:7])>>([CH2:1]([*:3])[NH2:4].[C:5](=[O:6])=[O:7])",4.1.1.c.2.f,1,1,forward,,,
4.1.1.c.2.r,"([CH2:1]([C,N:3])[NH2:4].[C:5](=[O:6])=[O:7])>>([CH:1]([*:3])([NH2:4])[C:5](=[O:6])[OH:7])",4.1.1.c.2.r,1,1,reverse,,,
4.1.1.c.3.f,([CH2:1]([NH2:4])[C:5](=[O:6])[OH:7])>>([CH3:1][NH2:4].[C:5](=[O:6])=[O:7]),4.1.1.c.3.f,1,1,forward,,,
4.1.1.c.3.r,([CH3:1][NH2:4].[C:5](=[O:6])=[O:7])>>([CH2:1]([NH2:4])[C:5](=[O:6])[OH:7]),4.1.1.c.3.r,1,1,reverse,,,
4.1.1.d.1.f,"([C:1]([C,N:2])([C,N:3])([NH2:4])[C:8][C:5](=[O:6])[OH:7])>>([C:1]([*:2])([*:3])([NH2:4])[C:8].[C:5](=[O:6])=[O:7])",4.1.1.d.1.f,1,1,forward,,,
4.1.1.d.1.r,"([C:1]([C,N:2])([C,N:3])([NH2:4])[CH,CH2,CH3:8].[C:5](=[O:6])=[O:7])>>([C:1]([*:2])([*:3])([NH2:4])[*:8][C:5](=[O:6])[OH:7])",4.1.1.d.1.r,1,1,reverse,,,
4.1.1.d.2.f,"([CH:1]([C,N:2])([NH2:4])[C:8][C:5](=[O:6])[OH:7])>>([CH:1]([*:2])([NH2:4])[C:8].[C:5](=[O:6])=[O:7])",4.1.1.d.2.f,1,1,forward,,,
4.1.1.d.2.r,"([CH:1]([C,N:2])([NH2:4])[CH,CH2,CH3:8].[C:5](=[O:6])=[O:7])>>([CH:1]([*:2])([NH2:4])[*:8][C:5](=[O:6])[OH:7])",4.1.1.d.2.r,1,1,reverse,,,
4.1.1.d.3.f,([CH2:1]([NH2:4])[C:8][C:5](=[O:6])[OH:7])>>([CH2:1]([NH2:4])[C:8].[C:5](=[O:6])=[O:7]),4.1.1.d.3.f,1,1,forward,,,
4.1.1.d.3.r,"([CH2:1]([NH2:4])[CH,CH2,CH3:8].[C:5](=[O:6])=[O:7])>>([CH2:1]([NH2:4])[*:8][C:5](=[O:6])[OH:7])",4.1.1.d.3.r,1,1,reverse,,,
4.1.1.e.1.f,([*:1][O:2][C:3][C:4][C:5](=[O:6])[OH:7])>>([*:1][OH:2].[C:3]=[C:4].[C:5](=[O:6])=[O:7]),4.1.1.e.1.f,1,1,forward,,,
4.1.1.e.1.r,([*:1][OH:2].[C:3]=[C:4].[C:5](=[O:6])=[O:7])>>([*:1][O:2][C:3][C:4][C:5](=[O:6])[OH:7]),4.1.1.e.1.r,1,1,reverse,,,
4.1.1.e.2.f,([OH:2][C:3][C:4][C:5](=[O:6])[OH:7])>>([C:3]=[C:4].[C:5](=[O:6])=[O:7]),4.1.1.e.2.f,1,1,forward,,,
4.1.1.e.2.r,([OH2:2].[C:3]=[C:4].[C:5](=[O:6])=[O:7])>>([OH:2][C:3][C:4][C:5](=[O:6])[OH:7]),4.1.1.e.2.r,1,1,reverse,,,
4.1.1.f.1.f,([*:1][O:2][C:3][C:4]=[C:8][C:9][C:5](=[O:6])[OH:7])>>([*:1][OH:2].[C:3]=[C:4][C:8]=[C:9].[C:5](=[O:6])=[O:7]),4.1.1.f.1.f,1,1,forward,,,
4.1.1.f.1.r,([*:1][OH:2].[C:3]=[C:4][C:8]=[C:9].[C:5](=[O:6])=[O:7])>>([*:1][O:2][C:3][C:4]=[C:8][C:9][C:5](=[O:6])[OH:7]),4.1.1.f.1.r,1,1,reverse,,,
4.1.1.f.2.f,([OH:2][C:3][C:4]=[C:8][C:9][C:5](=[O:6])[OH:7])>>([C:3]=[C:4][C:8]=[C:9].[C:5](=[O:6])=[O:7]),4.1.1.f.2.f,1,1,forward,,,
4.1.1.f.2.r,([OH2:2].[C:3]=[C:4][C:8]=[C:9].[C:5](=[O:6])=[O:7])>>([OH:2][C:3][C:4]=[C:8][C:9][C:5](=[O:6])[OH:7]),4.1.1.f.2.r,1,1,reverse,,,
4.1.1.g.1.f,"([C,O,S:1][C:2](=[O:3])[C:4]=[C:5][C:6][C:7](=[O:8])[OH:9])>>([*:1][C:2](=[O:3])[C:4]=[C:5][C:6].[C:7](=[O:8])=[O:9])",4.1.1.g.1.f,1,1,forward,,,
4.1.1.g.1.r,"([C,O,S:1][C:2](=[O:3])[C:4]=[C:5][CH,CH2,CH3:6].[C:7](=[O:8])=[O:9])>>([*:1][C:2](=[O:3])[C:4]=[C:5][*:6][C:7](=[O:8])[OH:9])",4.1.1.g.1.r,1,1,reverse,,,
4.1.1.g.2.f,([CH:2](=[O:3])[C:4]=[C:5][C:6][C:7](=[O:8])[OH:9])>>([CH:2](=[O:3])[C:4]=[C:5][C:6].[C:7](=[O:8])=[O:9]),4.1.1.g.2.f,1,1,forward,,,
4.1.1.g.2.r,"([CH:2](=[O:3])[C:4]=[C:5][CH,CH2,CH3:6].[C:7](=[O:8])=[O:9])>>([CH:2](=[O:3])[C:4]=[C:5][*:6][C:7](=[O:8])[OH:9])",4.1.1.g.2.r,1,1,reverse,,,
4.1.1.h.1.f,"([C:1]([C,N:2])([C,N:3])([NH2:4])[C:5]=[C:6][C:7][C:8](=[O:9])[OH:10])>>([C:1]([*:2])([*:3])([NH2:4])[C:5]=[C:6][C:7].[C:8](=[O:9])=[O:10])",4.1.1.h.1.f,1,1,forward,,,
4.1.1.h.1.r,"([C:1]([C,N:2])([C,N:3])([NH2:4])[C:5]=[C:6][CH,CH2,CH3:7].[C:8](=[O:9])=[O:10])>>([C:1]([*:2])([*:3])([NH2:4])[C:5]=[C:6][*:7][C:8](=[O:9])[OH:10])",4.1.1.h.1.r,1,1,reverse,,,
4.1.1.h.2.f,"([CH:1]([C,N:3])([NH2:4])[C:5]=[C:6][C:7][C:8](=[O:9])[OH:10])>>([CH:1]([*:3])([NH2:4])[C:5]=[C:6][C:7].[C:8](=[O:9])=[O:10])",4.1.1.h.2.f,1,1,forward,,,
4.1.1.h.2.r,"([CH:1]([C,N:3])([NH2:4])[C:5]=[C:6][CH,CH2,CH3:7].[C:8](=[O:9])=[O:10])>>([CH:1]([*:3])([NH2:4])[C:5]=[C:6][*:7][C:8](=[O:9])[OH:10])",4.1.1.h.2.r,1,1,reverse,,,
4.1.1.h.3.f,([CH2:1]([NH2:4])[C:5]=[C:6][C:7][C:8](=[O:9])[OH:10])>>([CH2:1]([NH2:4])[C:5]=[C:6][C:7].[C:8](=[O:9])=[O:10]),4.1.1.h.3.f,1,1,forward,,,
4.1.1.h.3.r,"([CH2:1]([NH2:4])[C:5]=[C:6][CH,CH2,CH3:7].[C:8](=[O:9])=[O:10])>>([CH2:1]([NH2:4])[C:5]=[C:6][*:7][C:8](=[O:9])[OH:10])",4.1.1.h.3.r,1,1,reverse,,,
4.1.1.j.1.f,([OH:1][P:2](=[O:3])([OH:4])[O:5][C:6](=[CH2:7])[C:8](=[O:9])[OH:10].[OH2:11])>>([OH:1][P:2](=[O:3])([OH:4])[OH:5].[O:11]=[C:6]([CH3:7])[C:8](=[O:9])[OH:10]),4.1.1.j.1.f,1,1,doubledirection,,,
4.1.1.j.2.f,([OH:1][P:2](=[O:3])([OH:4])[O:5][C:6](=[CH2:7])[C:8](=[O:9])[OH:10].[OH2:11].[C:12](=[O:13])=[O:14])>>([OH:1][P:2](=[O:3])([OH:4])[OH:5].[O:11]=[C:6]([CH2:7][C:12](=[O:13])[OH:14])[C:8](=[O:9])[OH:10]),4.1.1.j.2.f,1,1,doubledirection,,,
4.1.1.j.1.r,([OH:1][P:2](=[O:3])([OH:4])[OH:5].[O:11]=[C:6]([CH3:7])[C:8](=[O:9])[OH:10])>>([OH:1][P:2](=[O:3])([OH:4])[O:5][C:6](=[CH2:7])[C:8](=[O:9])[OH:10].[OH2:11]),4.1.1.j.1.r,1,1,doubledirection,,,
4.1.1.j.2.r,([OH:1][P:2](=[O:3])([OH:4])[OH:5].[O:11]=[C:6]([CH2:7][C:12](=[O:13])[OH:14])[C:8](=[O:9])[OH:10])>>([OH:1][P:2](=[O:3])([OH:4])[O:5][C:6](=[CH2:7])[C:8](=[O:9])[OH:10].[OH2:11].[C:12](=[O:13])=[O:14]),4.1.1.j.2.r,1,1,doubledirection,,,
4.1.1.k.1.f,"([C:1](=[O:2])([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([OH,NH2:10])[CH:8]=[CH:9]1)>>([C:1](=[O:2])=[O:3].[CH:4]1=[CH:5][CH:6]=[C:7]([*:10])[CH:8]=[CH:9]1)",4.1.1.k.1.f,1,1,doubledirection,,,
4.1.1.k.2.f,"([C:1](=[O:2])([OH:3])[C:4]1=[C:5]([OH,NH2:10])[CH:6]=[CH:7][CH:8]=[CH:9]1)>>([C:1](=[O:2])=[O:3].[CH:4]1=[C:5]([*:10])[CH:6]=[CH:7][CH:8]=[CH:9]1)",4.1.1.k.2.f,1,1,doubledirection,,,
4.1.1.k.1.r,"([C:1](=[O:2])=[O:3].[CH:4]1=[CH:5][CH:6]=[C:7]([OH,NH2:10])[CH:8]=[CH:9]1)>>([C:1](=[O:2])([OH:3])[C:4]1=[CH:5][CH:6]=[C:7]([*:10])[CH:8]=[CH:9]1)",4.1.1.k.1.r,1,1,doubledirection,,,
4.1.1.k.2.r,"([C:1](=[O:2])=[O:3].[CH:4]1=[C:5]([OH,NH2:10])[CH:6]=[CH:7][CH:8]=[CH:9]1)>>([C:1](=[O:2])([OH:3])[C:4]1=[C:5]([*:10])[CH:6]=[CH:7][CH:8]=[CH:9]1)",4.1.1.k.2.r,1,1,doubledirection,,,
4.1.2.36.1.f,([CH3:1][C:2]([OH:3])[C:4](=[O:5])[OH:6])>>([CH3:1][CH:2]=[O:3].[CH:4](=[O:5])[OH:6]),4.1.2.36.1.f,1,1,doubledirection,,,
4.1.2.36.1.r,([CH3:1][CH:2]=[O:3].[CH:4](=[O:5])[OH:6])>>([CH3:1][C:2]([OH:3])[C:4](=[O:5])[OH:6]),4.1.2.36.1.r,1,1,doubledirection,,,
4.1.2.38.1.f,([O:1]=[CH:2][C:3].[O:11]=[CH:12][C:13])>>([OH:1][CH:2]([C:3])[C:12](=[O:11])[C:13]),4.1.2.38.1.f,1,1,doubledirection,,,
4.1.2.38.2.f,([O:1]=[CH2:2].[O:11]=[CH:12][C:13])>>([OH:1][CH2:2][C:12](=[O:11])[C:13]),4.1.2.38.2.f,1,1,doubledirection,,,
4.1.2.38.3.f,([O:1]=[CH:2][C:3].[O:11]=[CH2:12])>>([OH:1][CH:2]([C:3])[CH:12](=[O:11])),4.1.2.38.3.f,1,1,doubledirection,,,
4.1.2.38.4.f,([O:1]=[CH2:2].[O:11]=[CH2:12])>>([OH:1][CH2:2][CH:12](=[O:11])),4.1.2.38.4.f,1,1,doubledirection,,,
4.1.2.38.1.r,([OH:1][CH:2]([C:3])[C:12](=[O:11])[C:13])>>([O:1]=[CH:2][C:3].[O:11]=[CH:12][C:13]),4.1.2.38.1.r,1,1,doubledirection,,,
4.1.2.38.2.r,([OH:1][CH2:2][C:12](=[O:11])[C:13])>>([O:1]=[CH2:2].[O:11]=[CH:12][C:13]),4.1.2.38.2.r,1,1,doubledirection,,,
4.1.2.38.3.r,([OH:1][CH:2]([C:3])[CH:12](=[O:11]))>>([O:1]=[CH:2][C:3].[O:11]=[CH2:12]),4.1.2.38.3.r,1,1,doubledirection,,,
4.1.2.38.4.r,([OH:1][CH2:2][CH:12](=[O:11]))>>([O:1]=[CH2:2].[O:11]=[CH2:12]),4.1.2.38.4.r,1,1,doubledirection,,,
4.1.2.38.5.f,([O:1]=[CH:2][C:3].[O:11]=[C:12]([C:13])[C:14](=[O:15])[OH:16])>>([OH:1][CH:2]([C:3])[C:12](=[O:11])[C:13].[C:14](=[O:15])=[O:16]),4.1.2.38.5.f,1,1,doubledirection,,,
4.1.2.38.6.f,([O:1]=[CH2:2].[O:11]=[C:12]([C:13])[C:14](=[O:15])[OH:16])>>([OH:1][CH2:2][C:12](=[O:11])[C:13].[C:14](=[O:15])=[O:16]),4.1.2.38.6.f,1,1,doubledirection,,,
4.1.2.38.7.f,([O:1]=[CH:2][C:3].[O:11]=[CH:12][C:14](=[O:15])[OH:16])>>([OH:1][CH:2]([C:3])[CH:12](=[O:11]).[C:14](=[O:15])=[O:16]),4.1.2.38.7.f,1,1,doubledirection,,,
4.1.2.38.8.f,([O:1]=[CH2:2].[O:11]=[CH:12][C:14](=[O:15])[OH:16])>>([OH:1][CH2:2][CH:12](=[O:11]).[C:14](=[O:15])=[O:16]),4.1.2.38.8.f,1,1,doubledirection,,,
4.1.2.38.5.r,([OH:1][CH:2]([C:3])[C:12](=[O:11])[C:13].[C:14](=[O:15])=[O:16])>>([O:1]=[CH:2][C:3].[O:11]=[C:12]([C:13])[C:14](=[O:15])[OH:16]),4.1.2.38.5.r,1,1,doubledirection,,,
4.1.2.38.6.r,([OH:1][CH2:2][C:12](=[O:11])[C:13].[C:14](=[O:15])=[O:16])>>([O:1]=[CH2:2].[O:11]=[C:12]([C:13])[C:14](=[O:15])[OH:16]),4.1.2.38.6.r,1,1,doubledirection,,,
4.1.2.38.7.r,([OH:1][CH:2]([C:3])[CH:12](=[O:11]).[C:14](=[O:15])=[O:16])>>([O:1]=[CH:2][C:3].[O:11]=[CH:12][C:14](=[O:15])[OH:16]),4.1.2.38.7.r,1,1,doubledirection,,,
4.1.2.38.8.r,([OH:1][CH2:2][CH:12](=[O:11]).[C:14](=[O:15])=[O:16])>>([O:1]=[CH2:2].[O:11]=[CH:12][C:14](=[O:15])[OH:16]),4.1.2.38.8.r,1,1,doubledirection,,,
4.1.2.a.1.f,([OH:1][C:2][C:3](=[O:4])[C:5])>>([O:1]=[C:2].[CH:3](=[O:4])[C:5]),4.1.2.a.1.f,1,1,doubledirection,,,
4.1.2.a.1.r,([O:1]=[C:2].[CH:3](=[O:4])[C:5])>>([OH:1][C:2][C:3](=[O:4])[C:5]),4.1.2.a.1.r,1,1,doubledirection,,,
4.1.2.a.2.f,([OH:1][C:2][CH:3](=[O:4]))>>([O:1]=[C:2].[CH2:3](=[O:4])),4.1.2.a.2.f,1,1,doubledirection,,,
4.1.2.a.2.r,([O:1]=[C:2].[CH2:3](=[O:4]))>>([OH:1][C:2][CH:3](=[O:4])),4.1.2.a.2.r,1,1,doubledirection,,,
4.1.2.b.1.f,"([C,S:1][C:2](=[O:3])[C:4][C:5][OH:6])>>([*:1][C:2](=[O:3])[C:4].[C:5]=[O:6])",4.1.2.b.1.f,1,1,doubledirection,,,
4.1.2.b.1.r,"([C,S:1][C:2](=[O:3])[CH,CH2,CH3:4].[C:5]=[O:6])>>([*:1][C:2](=[O:3])[*:4][C:5][OH:6])",4.1.2.b.1.r,1,1,doubledirection,,,
4.1.2.b.2.f,([CH:2](=[O:3])[C:4][C:5][OH:6])>>([CH:2](=[O:3])[C:4].[C:5]=[O:6]),4.1.2.b.2.f,1,1,doubledirection,,,
4.1.2.b.2.r,"([CH:2](=[O:3])[CH,CH2,CH3:4].[C:5]=[O:6])>>([CH:2](=[O:3])[*:4][C:5][OH:6])",4.1.2.b.2.r,1,1,doubledirection,,,
4.1.2.c.1.f,([OH:1][C:2][C:3][NH2:4])>>([O:1]=[C:2].[C:3][NH2:4]),4.1.2.c.1.f,1,1,doubledirection,,,
4.1.2.c.1.r,"([O:1]=[C:2].[CH,CH2,CH3:3][NH2:4])>>([OH:1][C:2][C:3][NH2:4])",4.1.2.c.1.r,1,1,doubledirection,,,
4.1.2.d.1.f,([C:1][CH:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([C:1][CH:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.1.f,1,1,doubledirection,,,
4.1.2.d.1.r,([C:1][CH:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([C:1][CH:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.1.r,1,1,doubledirection,,,
4.1.2.d.2.f,([C:1][CH:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16])>>([C:1][CH:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.2.f,1,1,doubledirection,,,
4.1.2.d.2.r,([C:1][CH:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16])>>([C:1][CH:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.2.r,1,1,doubledirection,,,
4.1.2.d.3.f,([C:1][CH:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([C:1][CH:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.3.f,1,1,doubledirection,,,
4.1.2.d.3.r,([C:1][CH:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([C:1][CH:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.3.r,1,1,doubledirection,,,
4.1.2.d.4.f,([CH2:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([CH2:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.4.f,1,1,doubledirection,,,
4.1.2.d.4.r,([CH2:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([CH2:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH:8]([OH:9])[CH:10]([OH:11])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.4.r,1,1,doubledirection,,,
4.1.2.d.5.f,([CH2:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16])>>([CH2:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.5.f,1,1,doubledirection,,,
4.1.2.d.5.r,([CH2:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16])>>([CH2:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[CH2:8][O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.5.r,1,1,doubledirection,,,
4.1.2.d.6.f,([CH2:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([CH2:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.6.f,1,1,doubledirection,,,
4.1.2.d.6.r,([CH2:2]=[O:3].[CH2:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16])>>([CH2:2]([OH:3])[CH:4]([OH:5])[C:6](=[O:7])[O:12][P:13]([OH:14])([OH:15])=[O:16]),4.1.2.d.6.r,1,1,doubledirection,,,
4.1.3.a.1.f,([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH2:6][CH:7]([C:8])[OH:9])>>([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH3:6].[CH:7]([C:8])=[O:9]),4.1.3.a.1.f,1,1,doubledirection,,,
4.1.3.a.1.r,([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH3:6].[CH:7]([C:8])=[O:9])>>([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH2:6][CH:7]([C:8])[OH:9]),4.1.3.a.1.r,1,1,doubledirection,,,
4.1.3.a.2.f,([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH2:6][CH2:7][OH:9])>>([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH3:6].[CH2:7]=[O:9]),4.1.3.a.2.f,1,1,doubledirection,,,
4.1.3.a.2.r,([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH3:6].[CH2:7]=[O:9])>>([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH2:6][CH2:7][OH:9]),4.1.3.a.2.r,1,1,doubledirection,,,
4.1.3.a.3.f,([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH:6]([CH3:10])[CH:7]([C:8])[OH:9])>>([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH2:6][CH3:10].[CH:7]([C:8])=[O:9]),4.1.3.a.3.f,1,1,doubledirection,,,
4.1.3.a.3.r,([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH2:6][CH3:10].[CH:7]([C:8])=[O:9])>>([OH:1][C:2](=[O:3])[C:4](=[O:5])[CH:6]([CH3:10])[CH:7]([C:8])[OH:9]),4.1.3.a.3.r,1,1,doubledirection,,,
